trt,karno,diagtime,age,prior,celltype_squamous,celltype_smallcell,celltype_adeno,celltype_large
0.0663948476143285,-0.1826290360332055,0.018231465120698898,-0.07358081872078902,0.030097752994715753,0.09471568874785138,0.003265774661271601,0.03535917508621501,-0.15829229797562058
0.05678504280387895,-0.20818767094789853,-0.06514959721165064,-0.028690920913812683,-0.016755392339288876,0.07053365084274696,-0.05069127405245256,-0.011085874377313426,0.0062689895837558
0.010888862204102092,-0.14319657095098304,0.0020524526904662976,-0.07250603148224392,-0.08112890922262256,-0.037425678687769345,0.04388035732378349,-0.03970568153137908,-0.11978136512661734
0.02540627613064423,-0.2064239310580642,-0.0008831893246928679,-0.0420404506847982,0.0022221066208575084,0.07617249926323373,-0.10059476416578632,0.03075080035432807,-0.049892251495803855
0.025971002781085103,-0.21610444998927217,0.026498340265986246,-0.041450460812714494,-0.07723401664695853,0.10204358286739242,0.028047134746307323,-0.03509729489234114,-0.06142185882579422
-0.02387755605761192,-0.23125412785074625,0.028072653753894186,-0.06175849930078063,0.010405592191860463,0.006310065163166983,0.022556265855703028,0.049716887513858325,-0.07233233756504952
0.01305061041025037,-0.21343138921648183,0.017806687041699888,0.004879902571297387,0.03329929074021905,0.09015037798033118,-0.0755644125450661,0.03413922548554193,-0.06125461768494403
4.623684255854605e-05,-0.19014143375318251,0.012701308003589684,0.017945296122298872,0.01337007704882954,0.0662760279154702,0.05124916698820621,0.01864320976012178,-0.11219450285183619
0.00788196022623048,-0.15784877561791014,-0.022105307943445694,-0.056804797138512914,-0.0035711298874936967,0.03562036209829159,0.025262286425777387,-0.013595500255409882,-0.02995327270319874
0.04642228739666258,-0.21683645089674194,0.03610722578562337,-0.023380564529267792,0.08023091990926542,0.07696501140809928,0.007383798675822383,-0.04050941059688671,-0.06103703346036799
0.04636208739959976,-0.22222853779094395,0.018510978649704798,-0.06166608775884789,0.011975240726544245,0.08180513479846682,0.0288792017730569,-0.023280877817303473,-0.026973927369745958
0.0010377286534828155,-0.20382549009047854,0.02172691828150945,0.01163971576740281,-0.00019285164584161759,0.07054126126370788,0.03498763498946432,0.013084249535453885,-0.10714054530715755
-0.004598591790327614,-0.19454603083498007,0.006427718303796571,-0.06528914503360034,-0.04124858840614068,0.05922917344180493,0.0005895883747755107,-0.02289973371442722,-0.033841059006401365
-0.009485947534850702,-0.162623865306168,0.017536800523682408,-0.08486610607661994,0.07041635924548786,0.004981037187648613,0.02105709834131363,-0.10310362556641704,-0.023333673258957126
-0.0015814923275411163,-0.2377371036800553,-0.008371905515782234,-0.040413179775087626,0.00674629941492162,-0.01087247583420186,0.013291028807889039,0.0064756085877445075,-0.040366209826761194
-0.025552931996879986,-0.2562581904144702,0.019031598373409443,0.030801688996997596,0.025238292379826846,0.01564088847912771,0.04390677141173804,0.02259333514563113,-0.02672741923520047
0.014336874772278836,-0.22797980018615763,-0.01867193531026434,-0.008381918942431241,-0.007787720119882716,0.09180597532073517,0.037879219466436694,-0.02361829457367975,-0.01607865997809903
0.0247740439412587,-0.11828949907963243,0.01918660624337429,-0.03513086958713064,-0.06478076527244786,0.0770837284978702,-0.06736807697895948,-0.01077332468794655,-0.03670769473995523
-0.03210771446225153,-0.2344910523149068,0.02830897370560943,-0.05864717969347016,0.003282626610644921,0.0652611503815962,0.026262918439619056,0.038821295744039024,-0.06247578155879657
0.003348870226597161,-0.18789209088962908,0.024528626980922622,-0.06906128935859018,-0.0023449252145177927,0.017746014189393748,-0.0052998840094650975,-0.005460967858383632,-0.04333294149493982
-0.03000869483840536,-0.2505774793218095,0.034663130403443515,-0.06846250195896579,0.018921972385908477,0.004223022487376217,-0.006735252729750709,-0.004826760936815652,-0.06484187830245673
