trt,karno,diagtime,age,prior,celltype_squamous,celltype_smallcell,celltype_adeno,celltype_large
0.07710651577144233,-0.8078479608777971,-0.04835452064777921,-0.17684777585452074,-0.0752064502686376,0.19577110894303026,-0.13777569479581522,0.24529812839291762,-0.3099148344583981
0.07710651537001308,-0.8078479626379553,-0.04835452024622648,-0.17684777968657286,-0.07520645631588432,0.19577111221674567,-0.13777569199243442,0.24529813375155032,-0.3099148387070713
0.07710651491963123,-0.8078479618558132,-0.048354520295732256,-0.17684777943376115,-0.07520645661280422,0.1957711126324788,-0.1377756918521691,0.24529813373593642,-0.3099148384011497
0.07710651562620016,-0.8078479617406,-0.04835452006882149,-0.1768477794369369,-0.07520645635789092,0.19577111181774456,-0.13777569157153483,0.24529813295430405,-0.3099148379073867
0.07710651505024763,-0.807847961522195,-0.04835452041356986,-0.17684778020021366,-0.07520645655547951,0.1957711122719713,-0.1377756921545391,0.24529813347534193,-0.30991483842475126
0.07710651509419186,-0.8078479601454757,-0.048354520152959254,-0.17684777885679895,-0.07520645623988345,0.1957711110197594,-0.13777569177752286,0.245298132547568,-0.30991483788149227
0.07710651481091453,-0.807847960542448,-0.048354520425337444,-0.17684777972783244,-0.07520645580875752,0.19577111115937978,-0.1377756916297279,0.24529813344103882,-0.30991483752217713
0.07710651509448498,-0.807847961491645,-0.04835452005822928,-0.17684777926588285,-0.07520645691271992,0.1957711120894089,-0.13777569160536815,0.24529813344402424,-0.3099148380520037
0.07710651537621899,-0.8078479626965928,-0.04835452029401091,-0.17684777986341965,-0.07520645653535916,0.1957711126340202,-0.13777569198204856,0.24529813378427626,-0.3099148384495886
0.07710651543337063,-0.8078479609242541,-0.04835451979863458,-0.17684777973987226,-0.0752064567454379,0.19577111146906184,-0.13777569106573984,0.2452981332155279,-0.30991483772232553
0.07710651462682316,-0.8078479568013398,-0.048354518543450034,-0.1768477776769662,-0.07520645830226645,0.19577111292830177,-0.13777569218759395,0.24529813502375727,-0.30991483592438357
0.07710651533710719,-0.8078479618353563,-0.04835452047263023,-0.1768477791125555,-0.07520645646758692,0.19577111223574337,-0.1377756917743027,0.24529813400900877,-0.30991483821024723
0.07710651450926492,-0.8078479597115049,-0.048354520170174956,-0.1768477792642882,-0.07520645648370114,0.19577111232985514,-0.13777569111908383,0.24529813305932915,-0.30991483775022793
0.07710651454690595,-0.8078479605888417,-0.04835452066854212,-0.17684777918687825,-0.0752064565237044,0.1957711117921944,-0.1377756916433809,0.24529813292438954,-0.3099148376774441
0.07710651526851585,-0.807847962005392,-0.04835452047362808,-0.17684777988184883,-0.07520645652007849,0.1957711121807364,-0.137775691739422,0.24529813371518144,-0.3099148378775892
0.07710651511986365,-0.8078479624759484,-0.0483545200619931,-0.17684777992455278,-0.07520645656371927,0.19577111242227596,-0.13777569215776575,0.24529813404839143,-0.3099148381241231
0.07710651205815443,-0.8078479597950072,-0.04835452279640472,-0.17684777890329115,-0.07520645295170045,0.19577111215713952,-0.13777569231944892,0.24529813290619631,-0.30991483932575997
0.07710651510412,-0.8078479624808378,-0.04835452047921821,-0.17684778029768572,-0.07520645567043595,0.19577111219672536,-0.13777569204738213,0.24529813355226235,-0.30991483802052033
0.07710651497229412,-0.8078479612675238,-0.048354519815175724,-0.17684777937764368,-0.07520645630989786,0.1957711120832787,-0.1377756912154912,0.24529813333935543,-0.3099148373135991
0.0771065151759954,-0.8078479622327417,-0.04835452007018023,-0.1768477794999465,-0.07520645668494523,0.19577111225292365,-0.1377756922155106,0.24529813365069458,-0.30991483853789403
0.07710651548287481,-0.8078479623062168,-0.04835452016651122,-0.1768477797134122,-0.0752064562860571,0.19577111269774952,-0.13777569184475416,0.24529813348810378,-0.3099148383257287
