age,bili,chol,albumin,ast,ascites,copper,alk.phos,trig,platelet,protime,trt,sex,hepato,spiders,edema_1.0,edema_0.0,edema_0.5,stage_4.0,stage_3.0,stage_2.0,stage_1.0
-1.074216077773032,0.4441076570278205,-0.029280576349403918,-0.4666470663556089,0.5213866391717883,-1.9125063333582315,0.17091469959376757,-1.16940160986392,0.12177513735349237,1.2356406215247173,-0.34898700867594595,-0.12549074208007377,0.14392356521873634,0.3272231621904674,-0.0015152778612288202,0.08395269002563942,0.4813819557232776,-1.0873970943962057,-1.6272394117930706,-0.2160766266297075,0.15920448814956237,1.039832184895377
-1.0137885069210777,0.1349659663476279,-0.02966514940589871,-0.8173268274850554,0.3470152299187129,-1.5947943921390666,0.04280664599198581,-1.0168991010734856,0.14948600721704086,0.7880042897223465,-0.6154870928390105,-0.034356722338545954,-0.27996284141959743,0.2002698231668508,-0.34379322475572305,0.421126387557985,0.4356840420754077,-0.9170255710074015,-1.7765596595179847,-0.21917585399002557,0.27937445891537127,1.0757810631293319
-0.917416987374926,0.005254654892290145,-0.24438007101081113,-0.5597782776146946,0.07031127635655972,-1.7276641011733598,0.37890969731772794,-0.6845793834675302,0.39743714590971363,0.9736128988426811,-0.7140244578386874,-0.15110911830658844,0.44509765484537545,0.1153261067865603,-0.41027698022989706,-0.23775755643229465,0.053678655869813664,-0.7917693292295698,-2.3541349342093425,-0.48473698336334653,0.4527314164505369,0.2577032432283446
-0.9069310197467322,-0.13974575603669004,-0.13492918745505333,-0.7852765452839305,0.39747449515338873,-1.0902919154080697,0.21713532562225216,-0.7235374579261518,0.28142339200767075,0.6649279451526708,-0.45427758160255755,-0.21428782701190488,-0.25496348812699354,0.4460295083939771,-0.667930693622349,0.14609231388599211,0.9634426030481973,-1.4017594331149237,-1.799018361921836,-0.2575727024853268,-0.1921769720589619,1.04522210673674
-0.9394765608420929,0.14308919292645503,-0.014197951252953466,-0.3914682796082773,0.42717220279445334,-1.2870866932892921,0.28548559020847564,-0.9128312263617554,0.11657255353549738,0.6454269787497682,-0.5831803999437036,-0.11117122143788481,-0.3921131903762823,-0.026936491181509252,-0.3503643450896536,0.31138733687966386,0.4089949875950358,-1.0851691669300405,-1.9543300733265025,0.03361051087766341,0.09216306633763258,1.045944140038314
-1.1432119583546938,0.15153909247119307,-0.3138533195667335,-0.7929380809284842,0.1946337442283617,-1.3687878708897787,0.2442274657317269,-0.8393337362706613,0.10644633791192665,1.2801140905063348,-0.40940819851476556,-0.11403170435156648,-0.05454376407129435,0.16213780518067591,0.022572104607922094,0.5838317036695573,0.534685849109733,-1.2492489897753993,-1.9810008820123108,-0.03599213344588737,0.015653089840595935,0.6551619262640583
-1.1524777302974263,-0.2061913333228522,0.044547485109016426,-0.6935872986660462,0.25335118097288306,-1.2251759328954628,0.08665296622328902,-1.0203172493901091,0.02037612705515382,1.0173004991008923,-0.2700654172595342,0.07810308646342824,-0.1777827144089069,0.13131218713488044,-0.6068927986858531,0.162096026466761,0.39025563276754605,-1.3132846919837735,-1.4888304833392279,-0.13418156258935374,-0.19707552344772206,0.9163639088665867
-0.8394936682679341,0.35761197008172735,-0.14636853295212,-0.4272415255143128,0.3452730496379044,-1.3351480164783907,-0.2935570956983657,-1.1580449581060568,0.08225029937760896,0.9846069656915657,-0.3787123167562967,-0.3600656860852897,-0.5942002735549434,0.0869154896405689,-0.19867957319324744,0.1715646647908021,0.3552402715041874,-0.8858505673750074,-1.9724337378299908,-0.35426123259610925,0.3011664754290063,1.1441895069698635
-1.358762577719847,-0.09941026876590314,-0.41450558776463853,-0.5948697842638306,0.10864095919847265,-1.4278282992455165,-0.024690416376486553,-0.9480599353554288,0.528017844574289,0.9282563959652442,-0.30909391000841047,-0.3364153653871886,-0.19853902018798528,0.3089425058341638,-0.7047091701727802,0.4879710911423291,0.8673853514759301,-0.9855847393574266,-1.635814632156446,-0.19670490292012038,-0.09773499129527172,0.9665085654994263
-1.4591103408057085,0.590849618526567,-0.4181003168305844,-0.49470419444196384,0.1602344042615415,-1.4505189993778624,0.158934838468577,-1.2264119391109987,0.2701922509443985,0.9155212313468412,-0.5099956553542966,-0.8415408176557025,-0.5381992320020863,-0.09497584694708383,0.06509947048843773,-0.33469210123000703,0.5973047437423353,-1.4986825835472306,-1.7861193047060078,-0.30110652847868097,-0.2649824289044377,0.6011108884807982
-1.3114019755237682,0.31919844934840447,-0.37307293371673667,-0.8542218411876235,0.22503489389033646,-1.3768708211770064,0.2516311078567055,-1.224003942638988,-0.21475192895052167,0.5595682462939318,-0.6212994295939602,-0.0939273612151512,-0.24317564711314044,-0.24074398373028053,0.3509140412070077,0.40125084022987245,0.07478438594743458,-1.219171702531906,-1.739071604368235,0.2481637569908631,0.06524978255735155,0.7632970106303472
-1.311688182604676,0.3718727583983975,0.059781859759464116,-0.4492712698926406,0.5431619967091014,-0.9775917556742869,0.10578442967285753,-1.1397957165140593,0.611743152438062,0.8005434356241644,-0.5852479541788264,-0.20462039682005176,-0.3670643508078119,0.9801410532131508,-0.4057618862138787,0.09304332982051187,0.5783935723279736,-0.942112197877405,-1.8784346021852083,-0.23164214295284644,0.594935963600433,0.8962090526378462
-1.1299590716984351,0.025777881280333967,-0.7217010761449711,-0.8468749133825495,0.4412400682761567,-1.6558852374826192,0.0704416102273862,-0.2733259922704705,0.13976924440126992,0.1352062708766332,-0.29325172158628504,-0.0724661838143496,-0.6307968200322225,-0.15347203798291986,-0.4000208634916352,0.10883349868919986,0.553132172728581,-1.3332679846079463,-1.7666378156788032,-0.4681111368995117,0.12220535452740079,0.9511444931393318
-1.0640574927263908,-0.007090901491921127,0.20195538240875002,-0.8476248535085571,0.377414481103704,-1.1122326753132858,0.5516992222218206,-0.8732663481212983,0.05456435660359663,1.0840627724333773,-0.3062293530394103,-0.4519567291205437,-0.06244838914862175,0.1775751898898566,-0.0196988980259186,0.40850810436482293,0.14652928455804531,-1.2739740811135032,-1.562690908816364,-0.14598299997016398,-0.1250169198234526,0.7533927059663679
