trt,karno,diagtime,age,prior,celltype_squamous,celltype_smallcell,celltype_adeno,celltype_large
0.0807154384367327,-0.5586547603346367,-0.03388000479542602,-0.09513898084370911,-0.049218723874465894,0.08759219692028873,-0.07260631721552133,0.06703488449247237,-0.179596377809679
0.01702324219958556,-0.5000442456914344,-0.02152718238819985,-0.15670069734571182,-0.10904437370938176,0.09855146664263707,-0.11937738667193011,0.11732079529712701,-0.09688680819973275
0.04153665954468481,-0.5294200001027993,-0.015009280403658967,-0.13410818439132852,-0.05597324204093738,0.12879683802207273,-0.09125535058566249,0.16682004225848956,-0.25091325691862854
0.03134658708679429,-0.5499926152863922,0.005999782765308097,-0.2082310131182593,-0.10887217101090257,0.14437873226254397,-0.03499695570209754,0.18533935420035239,-0.22447420487417763
0.10330125296592824,-0.449475862468928,-0.10337517332397797,-0.09980823843202676,-0.03626832966044249,0.08927204445927785,-0.0564944164062686,0.12539297455895948,-0.20547559711302923
0.10294363483266836,-0.5922197023104284,-0.028191394414460152,-0.09858203913197208,-0.08549733407289586,0.24081997771224042,-0.08797162983155858,0.16683101061476507,-0.198742118100363
0.05359871495242936,-0.475448725150231,0.04197649359009586,-0.10864513880771676,-0.07874679178287396,0.18611004158448705,-0.03871016053253559,0.16219400647175794,-0.19691555612233777
0.09944301198255724,-0.5312692417776939,-0.07156644497506802,-0.139899187226588,-0.04642479830924124,0.1337642922966933,-0.09922975887784802,0.12067760010536083,-0.2116737155240783
0.08680763468600101,-0.5077499859566091,0.022425455793340817,-0.07036928432220155,-0.041660019367590125,0.14455219307591483,-0.07710823816787682,0.13542314503712108,-0.20291259290197744
0.02459824452672846,-0.5465085789851433,-0.06797845590418411,-0.11902797533307166,-0.0787630649232473,0.19256859277138022,-0.049000180209961205,0.21304575737085832,-0.21805994065057138
0.09867848791815469,-0.5822280625567732,-0.036327028989566364,-0.09324564832409504,-0.04019423335220208,0.12618800049308584,-0.07150826068174124,0.16312156206685266,-0.18218210945483634
0.01674801518346193,-0.4828152765272301,-0.02476029965906253,-0.1480541613451594,-0.0752531620088759,0.13614968830721352,-0.02793894982328091,0.06743098731536752,-0.20024363733684644
0.1214742547699971,-0.6074086391291972,0.0005921466226476201,-0.10122441601772365,-0.019286639564868778,0.15859656914047401,-0.0980001779523602,0.17106829957871011,-0.11008999840652162
0.10439103262242788,-0.605646291190337,-0.07505588049192115,-0.18333425501480405,-0.05503269544191459,0.10785566157039966,-0.11441921893515408,0.17832052743962756,-0.1892110600733406
0.042345889093213,-0.4944305757356798,-0.08663813528494081,-0.09032836657090641,-0.10375680970245033,0.1277470028048173,-0.11680688832520572,0.17038782758404833,-0.15492014316748398
0.1134808612198761,-0.5172477293881347,0.0166264416895029,-0.1701868743234266,-0.13588298254065662,0.1846412286469432,-0.10728408075879314,0.25177404565740635,-0.25287888969873545
0.037666937610253345,-0.5785999610610014,-0.033703266862454825,-0.10802109764712899,-0.0011797907470708809,0.18840521221558806,-0.1074097273105665,0.12023843358446286,-0.23836499955569243
0.052394430484464675,-0.49517564860032376,-0.027393139053253083,-0.11313961429459313,-0.033776017970468024,0.14079539089337856,-0.10129835583776381,0.17270204506211892,-0.251369489312342
0.09817485686940589,-0.5367815295694243,-0.0675940493890723,-0.08735254044581629,-0.07093659289997094,0.1466791955793649,-0.11034638968994012,0.12075690087960884,-0.26302983242466316
0.021339225946236474,-0.5445702118095289,-0.07679248312711656,-0.0016695943872285992,0.009351610556485328,0.16342625525757554,-0.11555030337131005,0.1656832427234795,-0.1569200433477425
0.03397008272331218,-0.5202062342498739,0.04624565711559042,-0.08954852041877875,0.009309206800528767,0.09686896839749566,-0.0975690246509362,0.0959923095585592,-0.19756271061030264
