inst,age,sex,ph.karno,pat.karno,meal.cal,wt.loss,ph.ecog_1.0,ph.ecog_0.0,ph.ecog_2.0,ph.ecog_3.0
0.21086969153727161,-0.1776730325476655,0.35776225380779664,-0.06984456213480034,-0.045864877360860264,0.07556024624184583,-0.09888584240635863,0.1230293401290657,0.07044610562827383,-0.1033626633398822,-0.5936715161875503
0.21086969182545126,-0.17767303283779723,0.3577622541818594,-0.0698445621246551,-0.04586487724064598,0.0755602466785874,-0.09888584278063235,0.12302934007746068,0.07044610547596192,-0.10336266372975926,-0.5936715169376108
0.2108696910625415,-0.17767303248509886,0.3577622532605092,-0.0698445613281238,-0.04586487714681418,0.07556024661921013,-0.09888584281582555,0.12302933943981612,0.07044610490744017,-0.1033626641751499,-0.5936715159761046
0.21086969169408626,-0.17767303304135376,0.35776225374927806,-0.06984456221854908,-0.045864876922133875,0.0755602466688708,-0.0988858426417441,0.12302933968220538,0.07044610582428193,-0.10336266303004447,-0.5936715163634724
0.2108696914801044,-0.1776730324946446,0.35776225384758753,-0.06984456199408727,-0.04586487736572951,0.07556024636611341,-0.0988858425337933,0.12302933969887819,0.07044610510108935,-0.1033626628697118,-0.5936715161225391
0.2108696913099648,-0.17767303251895836,0.357762253969803,-0.0698445621857727,-0.04586487707124855,0.0755602462446932,-0.09888584241690405,0.12302934009079541,0.07044610545231847,-0.10336266339357517,-0.5936715158910891
0.21086969343662101,-0.17767303270716045,0.3577622528346449,-0.06984456213030388,-0.045864878216081144,0.07556024653687787,-0.09888584176821871,0.12302933945078288,0.07044610599793164,-0.10336266345983929,-0.5936715165922833
0.21086969150234466,-0.17767303250685196,0.3577622540043613,-0.06984456185911016,-0.045864877101636045,0.0755602463472986,-0.09888584245045393,0.12302934007314079,0.070446105831814,-0.10336266365081759,-0.5936715166430444
0.21086969139353148,-0.17767303344861968,0.35776225403660716,-0.06984456234195996,-0.04586487718590095,0.0755602463213113,-0.09888584325144163,0.12302933973364802,0.07044610504616994,-0.10336266376107903,-0.5936715170376832
0.2108696918334841,-0.17767303254665245,0.3577622539327755,-0.06984456199154457,-0.04586487673859252,0.07556024666843646,-0.09888584299715057,0.12302933990136268,0.07044610601924416,-0.10336266356741472,-0.5936715167407433
0.2108696917476696,-0.17767303271694915,0.35776225377124565,-0.06984456229928618,-0.0458648769610529,0.07556024652155696,-0.09888584261056191,0.12302933981634684,0.07044610568908868,-0.10336266340723178,-0.5936715161791628
0.21086969194674937,-0.17767303286921718,0.3577622540729126,-0.06984456208607055,-0.045864876961010465,0.07556024646971224,-0.09888584309622955,0.12302933985142704,0.07044610536564415,-0.1033626632524042,-0.5936715167844001
0.21086969166344513,-0.17767303261547446,0.3577622537929737,-0.06984456206014032,-0.04586487710017296,0.07556024659487343,-0.09888584288976154,0.12302934002864828,0.0704461057982908,-0.1033626632127703,-0.5936715166637094
