age,bili,chol,albumin,ast,ascites,copper,alk.phos,trig,platelet,protime,trt,sex,hepato,spiders,edema_1.0,edema_0.0,edema_0.5,stage_4.0,stage_3.0,stage_2.0,stage_1.0
-1.3933214949516006,0.10365044892662564,-0.110079264650516,-0.7982724695019737,0.3892379849074829,-1.9434825900856993,0.2553238976987293,-1.1636324451405442,0.2529003834242869,1.0816621577342065,-0.5425384440497618,-0.245375194102636,-0.24587288742377028,0.22055531620207475,-0.4116284695892605,0.29307909743848515,0.7178713512993466,-1.3896539918859292,-2.260751793469175,-0.2767129323665748,0.15957842644972428,1.1129931805040048
-1.393321848932618,0.10365033396690432,-0.11007891030558471,-0.798272688366281,0.3892380431141561,-1.9434830241901875,0.2553234455992597,-1.1636325499942222,0.2529009852403596,1.0816616733549138,-0.5425387157452402,-0.24537454262037597,-0.24587292623587043,0.2205558670947943,-0.4116285063745495,0.2930785868235575,0.7178711262848839,-1.3896537691453932,-2.2607517352000923,-0.2767124862428589,0.15957809911150406,1.1129929451759144
-1.393321945711309,0.103650540151587,-0.1100793763432649,-0.7982717636992622,0.38923802045902883,-1.9434830738207536,0.2553245425943615,-1.1636321958568927,0.25290028712262014,1.0816614127171167,-0.5425390701673886,-0.24537536902136006,-0.2458727390622726,0.22055637129433733,-0.41162818054789313,0.2930786037729797,0.7178711138514839,-1.3896542533423977,-2.260752063004722,-0.2767126781904009,0.15957839966714144,1.1129929000132137
-1.393321622208436,0.10365078581227057,-0.11007959223566254,-0.7982728189138631,0.389238282342224,-1.9434827442808684,0.25532412290763534,-1.1636326909577102,0.25290068989800785,1.0816616289619012,-0.5425386325334909,-0.2453749203331298,-0.24587315797696885,0.22055620918948024,-0.41162828017891184,0.2930782917650033,0.7178716079611126,-1.3896542143627826,-2.260751279155795,-0.27671216064923243,0.15957851385152003,1.112992894672381
-1.3933221920214571,0.10364970262039334,-0.11007912172581326,-0.798272851850922,0.3892378563848059,-1.9434828146545133,0.2553241291756332,-1.163633005532698,0.2529003332240549,1.0816616320356884,-0.5425387634741697,-0.24537526622577477,-0.24587306473723797,0.22055597278924838,-0.4116280042135976,0.2930791643883728,0.7178707626914721,-1.38965426116153,-2.2607519655068113,-0.27671237766469914,0.15957846286532731,1.1129927867285059
-1.3933220381381486,0.10364998490054268,-0.11007918486943193,-0.7982727624930519,0.38923843952883264,-1.9434838588477599,0.2553243909879179,-1.1636322664318868,0.2529000913622573,1.0816616801145085,-0.5425385901866746,-0.24537519629856006,-0.2458735514773809,0.22055674915839107,-0.41162771274298177,0.2930788389231898,0.7178712832611437,-1.389653805925224,-2.2607514524564216,-0.27671305571521787,0.1595779732747976,1.1129930245374517
-1.3933215336010216,0.10365045000308899,-0.11007900858119442,-0.7982727883779585,0.3892379730383138,-1.9434834398563734,0.2553242978208077,-1.1636329499311382,0.252900484546552,1.0816614197867378,-0.5425386631356233,-0.24537508431288468,-0.24587269699160294,0.22055598600433582,-0.41162772528841224,0.29307901118396795,0.7178708953317674,-1.3896541561455855,-2.260751430681654,-0.27671266640787695,0.15957856400140846,1.1129931191423807
-1.3933219538542447,0.10365051597102957,-0.11007909238617751,-0.7982727442321231,0.3892382648812189,-1.9434830793889235,0.25532404071261283,-1.1636326939715682,0.25290067204910094,1.0816614988270914,-0.5425384858587368,-0.24537503780931735,-0.24587278400563842,0.22055600698222377,-0.411627736080594,0.2930785037097315,0.717871318860005,-1.389653705141378,-2.260751571725083,-0.2767126546965666,0.15957839818986405,1.1129928464442191
-1.393321705161731,0.10365004920266378,-0.11007877388306642,-0.7982725611268928,0.38923790818062365,-1.9434828486423976,0.25532394856676405,-1.1636326917787565,0.25290097695124863,1.081661570821177,-0.5425388201745189,-0.24537528160863928,-0.24587288468140128,0.22055602386063702,-0.41162823770919077,0.29307950038131353,0.7178715342145705,-1.3896540389354974,-2.2607507416993475,-0.276710932855532,0.15957862574058768,1.112993005200168
-1.3933217526988584,0.10365006324852481,-0.11007935396962533,-0.7982731459253527,0.3892377551947202,-1.9434831124408423,0.2553235415406045,-1.1636335208522703,0.25290035980154774,1.081662007981857,-0.5425390223740161,-0.2453749168842642,-0.2458723609675814,0.22055564343051412,-0.4116276182935669,0.29307845277635197,0.7178704353344887,-1.3896540278669045,-2.2607515218557994,-0.27671221737800117,0.15957865266766805,1.1129929560769185
-1.393321951697633,0.10365094136117622,-0.1100788852334106,-0.7982726804276951,0.3892381725440349,-1.943483318592879,0.2553239962589503,-1.163632858059769,0.2529009140727167,1.0816617365940473,-0.5425381645619631,-0.24537489459373718,-0.24587295043033378,0.22055605815436408,-0.4116272865442803,0.29307868780454316,0.7178709741648195,-1.3896538869838544,-2.2607515401231755,-0.2767123894487872,0.15957848101667427,1.1129928936449387
-1.3933220317627508,0.10365024148661543,-0.11007912534624757,-0.7982736894189436,0.389238011340946,-1.9434832151991575,0.25532394006168113,-1.1636322720240992,0.25290090375503793,1.0816616975346554,-0.5425376296822596,-0.24537527126085149,-0.24587310861749204,0.220556073190886,-0.4116277406075246,0.29307861125945783,0.7178711701652946,-1.3896538052004552,-2.260751986379533,-0.2767126708079117,0.15957920913391832,1.1129930930538803
-1.3933228524160384,0.10364875503428812,-0.1100784159930769,-0.7982723689475991,0.3892388728991338,-1.9434832486456133,0.25532370829374246,-1.1636330023496053,0.2529009953006057,1.0816609792295215,-0.5425388884440708,-0.2453761376345457,-0.24587251211183517,0.2205566153628662,-0.4116276993813838,0.2930794031354251,0.7178709055260297,-1.3896540386676683,-2.260751747194795,-0.2767121572250375,0.15957851289776948,1.112992601612984
