inst,age,sex,ph.karno,pat.karno,meal.cal,wt.loss,ph.ecog_1.0,ph.ecog_0.0,ph.ecog_2.0,ph.ecog_3.0
0.07048258252401478,-0.19332872289242675,0.30827229136408585,-0.0012002987536276068,-0.08855302152416054,-0.01408427919916751,-0.059099472158952567,0.06496106477523149,0.05406622805454232,-0.10219412322102323,-0.48504266077092456
0.07793308042136318,-0.13279507710152194,0.27562355910210645,-0.054548280167360144,-0.020778851085936464,0.03074982349449929,-0.023640892259840077,0.12725836514684802,-0.015338459330853317,-0.09865114035070836,-0.4359039734781853
0.1609491863829446,-0.11976961024630682,0.2801603347026366,-0.013755847992946357,0.02793471985554074,0.030282534435706703,-0.06992635081065277,0.12371491547249219,0.048938288694012295,-0.10797321276922642,-0.48167618271841933
0.11687212829535708,-0.07002637162501137,0.2955066936608337,-0.08059081452313688,-0.08191780889233655,0.05131634386041838,-0.16232238606179705,0.13059079581580751,0.07826133554181555,-0.10275847906580322,-0.48388315584500896
0.16159635929410548,-0.20787651492960302,0.3196041451738154,-0.03865059602012964,0.01570635711351575,-0.01576515893369632,-0.07663391262354485,0.02560189765235648,0.05029927672692048,-0.09536777576474417,-0.39215591426290525
0.15981200138132048,-0.08747830086202214,0.289620349013037,-0.07074702797038042,-0.025754084106491167,0.07484773256198227,-0.04631616041429661,0.032703666746094005,0.06273934006064988,-0.06810044099930858,-0.4089084297382309
0.20829991725031338,-0.08910655877983845,0.23591550812874756,-0.0886942777305533,-0.0042745481392879175,0.02464029973922656,-0.10230376857394655,0.10790106343468167,0.09670009978500384,-0.0627591498577822,-0.5220066350022659
0.1456117377039553,-0.2153100264013434,0.25829784448197207,-0.05830901636479424,-0.05147237838742344,0.027941620246769144,-0.06384957960231721,0.13043561943720608,0.029997335927301493,-0.11594051733519599,-0.4478728671167114
0.17456562206435616,-0.22423061001639352,0.2520677730436491,-0.04401975663314418,-0.06163772151238166,0.0683614808619069,-0.05465744695852166,0.04655711563750613,0.04745662640291074,-0.08683542414276887,-0.4561277808651732
0.15056218833371787,-0.13753375327731443,0.3920938929034727,-0.0878566015357478,-0.10027900346965318,0.09698866923893594,-0.12842788224842638,0.0467642500599236,0.1347003960116901,-0.17033370444944032,-0.47699598751273814
0.18468753114537617,-0.1792402824752738,0.284925142019623,-0.009547585043204151,-0.057429152952775404,0.1581095312152722,-0.07428994060764554,0.06326469910818308,0.02801977999549787,-0.022734546764018024,-0.48671622085743593
0.1676972947237564,-0.12391671279058242,0.2725394480043025,-0.04293846701267755,0.02074661541311388,0.08768621046780517,-0.15452526277206594,0.05191851672807257,0.11985239615855896,-0.14465347859185532,-0.4554523651352873
0.17171375298025174,-0.1090591795610598,0.32920999711926524,-0.06228285047034606,-0.0550037668456067,0.0744685918227647,-0.07899643077503475,0.07816163794242548,0.078205623945566,-0.06316657675833776,-0.4578292568575392
0.14311647309934006,-0.1374248509397216,0.3046257220947651,-0.08979306745816469,-0.02285626938856603,0.08550485401749525,-0.10256513869268094,0.14640355188151932,0.0859922648888531,-0.07172624500666415,-0.4667389393632591
0.1776704690888627,-0.21080177803566416,0.3048407237328047,0.01052920092436182,-0.030638178347319262,0.08180415273648184,-0.10577654949856959,0.07563562978463198,0.08219091065202347,-0.08280916652719719,-0.41235947740922474
0.12582939053835912,-0.13829065011645525,0.2817123133001549,-0.014221523664606136,-0.0788791404286111,0.1284474780059886,-0.06882679165725558,0.11146045894566853,0.03328211270176636,-0.13233007462592142,-0.46953093960464437
0.11689753321103752,-0.17702812108415447,0.3058693045310016,-0.03284865658136871,-0.05214632928084573,0.04498526306439706,-0.0904174820348304,0.0929409753325847,0.08933320148022336,-0.07586235557866375,-0.45153677526218905
0.15828139867526841,-0.12857726333955843,0.33655857820287194,-0.0009713890129533454,-0.04361567350302194,0.039402648763518656,-0.11493251332822699,0.1777962336745158,0.09901753816447416,-0.02187304694063656,-0.490901837436763
0.18110356464078003,-0.1107474229725614,0.270596115791192,-0.06397619524383734,0.02858774616504449,0.06735011473287301,-0.08621867560444595,0.056476512939033365,0.019421983550616674,-0.160020094503349,-0.3581839084551638
0.2093042215849069,-0.1732910008823384,0.31396515990181717,-0.04470528221889801,-0.0011539286478941862,0.04685601563608104,-0.06344799476232478,0.14122727079814176,-0.018499415572489776,-0.06163520448298522,-0.4428314879070938
0.15745340723517964,-0.10327361831231373,0.30446059716579454,-0.10407050559527255,-0.03389581742040287,0.06380364642292366,-0.06966971573643106,0.06881812912385041,0.046274928020849954,-0.10543128428861932,-0.45315528528648047
0.1454551214339907,-0.12781000185911198,0.31555468320240065,-0.09283645359429428,0.019498960936317342,0.09800901596016373,-0.11947456423812934,0.2165860700795778,0.09482726206708203,-0.062114675929047146,-0.5657947475377165
